Source,Destination,Shipment_Date,Weight,Volume,Equipment_Type,Carrier_Name,Freight_Rate,Shipment_ID,Service_Level,Temperature,Pickup_Date,Loading_Dock_Type,Shipment_Status,VIN,Payment_Terms,Commodity_Type,Distance,Driver_ID
Ranchi,Cochi,March 6 2026,11055 tons,71 cubic meters,Flatbed,UPS Logistics,USD 1975,SH100876,Same Day,2C,20240115,Open Yard,On Hold,vin6603353,PPD,Electronics,1200 kilometers,DRV 1439450
Chandigarh,Kanpur,06-03-2026,11996 kg,36 cubic meters,Dry Van,FedEx Freight,2614,SH100877,Priority,5 °C,20240115,Lift Gate,Cancelled,VIN-8346450,STC,Steel,450-km,drv3279831
Delhi,Guwahati,32/02/2026,13112 Ton,26 CBM,Lowboy,FedEx Freight,2636 USD,SH100878,Premium,Ambient,15-01-2024,Forklift,Delayed,VIN:4940744,Freight Collect,Electronics,1200 kilometers,DRV-6279102
Patna,Chennai,March 6 2026,8575 kg,83 cu ft,Full Truck Load,UPS Logistics,1768 USD,SH100879,Same Day,No Temp Control,01/15/2024,Open Yard,In Transit,VIN-3055804,COL,Steel,600 KM,drv7137172
Chandigarh,Kanpur,03-06-2026,12940 lbs,60 cubic meters,Less Than Truckload,XPO Logistics,USD 3592,SH100880,Priority,Frozen,"January 15, 2024",Open Yard,Processing,vin6701547,STC,Furniture,300km,DRIVER1327118
Ahmedabad,Chennai,32/02/2026,3575 KG,72 m3,FTL,JB Hunt,2623 USD,SH100881,STD,20 °C,"January 15, 2024",Ramp,In Transit,VIN 7378242,COL,Steel,1000kms,DRV 7993019
Chennai,Hyderabad,March 6 2026,12019 Ton,57 cubic meters,Full Truck Load,FedEx Freight,3719 USD,SH100882,Standard,-5C,01/15/2024,Open Yard,Delivered,VIN5208415,Collect,Furniture,350 KM,DRV 3541777
Varanasi,Pune,32/02/2026,14891 Ton,47 CBM,Tanker,SWIFT TRANSPORT,3536,SH100883,Standard,20 °C,01/15/2024,Open Yard,Delayed,vin7008414,Freight Collect,Plastic Goods,1200 kilometers,DRIVER2390934
Chandigarh,Mumbai,06-03-2026,13276 tons,8 CBM,Less Than Truckload,FedEx Freight,1303 USD,SH100884,Premium,20 °C,01/15/2024,Ramp,Delivered,VIN 9916586,Freight Collect,Furniture,800 KM,DRV 1991614
Bhopal,Ranchi,06-03-2026,2946 KG,85 cubic meters,Less Than Truckload,UPS Logistics,₹1862,SH100885,Priority,5 °C,Jan 15 2024,Forklift,Delivered,VIN-1452614,Collect,Auto Parts,800 KM,DRV-9426028
Ahmedabad,Chennai,32/02/2026,11505 lbs,8 m3,Less Than Truckload,SWIFT TRANSPORT,EUR 2042,SH100886,STD,40°F,20240115,No Dock,Delayed,VIN:9448279,STC,Agricultural Products,600 KM,drv7355703
Noida,Hosur,03-06-2026,17722 tons,67 CBM,FTL,Schneider National,3464,SH100887,Priority,-10°F,15-01-2024,Ramp,Delivered,VIN-4135476,COL,Machinery,1000kms,drv4520468
Pune,Varanasi,03-06-2026,13169 KG,85 cu ft,Less Than Truckload,Ryder Logistics,3903 USD,SH100888,Express,+4C,15-01-2024,Ramp,Pending,VIN:1056965,Collect,Furniture,900 km,DRV6567306
Trichy,Nagpur,32/02/2026,15673 lbs,41 m3,Container,SWIFT TRANSPORT,"EUR 2,200",SH100889,Ground,-5C,15-01-2024,No Dock,On Hold,vin8895910,Collect,Electronics,600 KM,DRV-5078060
Visakhapatnam,Chandigarh,March 6 2026,9852 kg,26 m3,Reefer,Ryder Logistics,3200 USD,SH100890,Urgent,No Temp Control,01/15/2024,Side Load,Pending,VIN 1064334,COL,Textiles,500km,drv6968591
Patna,Kanpur,06-03-2026,11817 Ton,100 CBM,Dry Van,Ryder Logistics,1734,SH100891,STD,8C,2024-01-15T08:30,Open Yard,Delivered,VIN1866436,Prepaid,Pharma,500km,drv8260059
Mumbai,Delhi,06-03-2026,13827 tons,72 m3,Lowboy,DHL Express,2796,SH100892,Priority,-5C,Jan 15 2024,Dock,Processing,VIN8449929,PPD,Textiles,1200 kilometers,DRV-2610250
Ranchi,Mumbai,03-06-2026,19662 lbs,31 cubic meters,Step Deck,Ryder Logistics,"₹2,702",SH100893,Standard,Cold,20240115,Forklift,Picked Up,VIN:1635744,Freight Prepaid,Electronics,400 kilometers,DRV-6617018
Madurai,Noida,06-03-2026,17585 tons,26 cu ft,Lowboy,DHL Express,1659,SH100894,Ground,Ambient,2024-01-15T08:30,Open Yard,In Transit,vin6293637,Freight Collect,Pharma,900 km,DRV8767700
Chandigarh,Kanpur,32/02/2026,2352 tons,25 cu ft,Less Than Truckload,Landstar System,USD 1980,SH100895,Standard,Frozen,Jan 15 2024,Forklift,Processing,VIN1128597,Freight Prepaid,Textiles,450-km,drv4920154
Delhi,Chennai,06-03-2026,11102 kg,55 cubic meters,Reefer,UPS Logistics,1700,SH100896,Ground,-5C,Jan 15 2024,Rear Load,Delayed,vin8361898,PPD,FMCG,350 KM,DRV 6586056
Hyderabad,Visakhapatnam,06-03-2026,1807 KG,24 cu ft,Lowboy,Ryder Logistics,$3245,SH100897,Economy,2C,15-01-2024,Rear Load,In Transit,VIN-6015623,Freight Prepaid,Auto Parts,250 km,drv7637549
Indore,Chennai,06-03-2026,10354 tons,57 m3,fulltruck,Knight Transportation,2517 USD,SH100898,Same Day,2C,2024-01-15T08:30,Rear Load,Picked Up,VIN-7623934,STC,Auto Parts,500km,DRV-1298677
Nagpur,Delhi,06-03-2026,12113 kg,13 cubic meters,Lowboy,SWIFT TRANSPORT,2560 USD,SH100899,Priority,-5C,Jan 15 2024,Dock,On Hold,VIN:3011559,STC,Agricultural Products,500km,DRV9149383
Varanasi,Pune,Feb 6 2026,6692 Ton,23 cubic meters,Tanker,Knight Transportation,2109 USD,SH100900,Economy,20 °C,15-01-2024,No Dock,Processing,VIN1676910,Freight Prepaid,Agricultural Products,900 km,DRV 1359704
Indore,Chennai,32/02/2026,14860 KG,57 cu ft,fulltruck,JB Hunt,1221,SH100901,Express,20 °C,20240115,Forklift,Picked Up,VIN 4079515,Freight Collect,Agricultural Products,350 KM,drv1010377
Mumbai,Trichy,03-06-2026,16145 lbs,71 cu ft,Step Deck,UPS Logistics,1294 USD,SH100902,Ground,+4C,"January 15, 2024",Open Yard,Pending,VIN:9377659,COL,Electronics,350 KM,DRV2705675
Ahmedabad,Hyderabad,06-03-2026,6056 KG,18 cu ft,fulltruck,Swift Transport,3893,SH100903,Economy,Ambient,2024-01-15T08:30,No Dock,Delivered,VIN 3899105,Prepaid,Steel,1000kms,DRV 8086770
Ahmedabad,Ranchi,03-06-2026,5493 Ton,52 CBM,Lowboy,FedEx Freight,2860,SH100904,Same Day,-5C,01/15/2024,Loading Dock,Picked Up,vin2324391,Freight Prepaid,Textiles,800 KM,DRIVER4771936
Vijayawada,Ahmedabad,March 6 2026,5357 kg,62 m3,Step Deck,Maersk Line,"USD 2,496",SH100905,Economy,-5C,15-01-2024,Rear Load,In Transit,VIN-9299608,Freight Prepaid,FMCG,700 km,DRV-5311658
Mumbai,Delhi,06-03-2026,16913 Ton,94 cu ft,LTL,SWIFT TRANSPORT,1629,SH100906,Ground,5 °C,15-01-2024,Dock,Delivered,VIN 6781049,Freight Collect,Steel,450-km,drv6507550
Delhi,Guwahati,Feb 6 2026,4176 lbs,79 m3,Less Than Truckload,Knight Transportation,"$3,080",SH100907,Ground,20 °C,15-01-2024,No Dock,Delivered,VIN 2776770,STC,Agricultural Products,700 km,DRIVER9607668
Trichy,Lucknow,32/02/2026,9711 tons,50 m3,Flatbed,DHL Express,1764,SH100908,STD,Frozen,"January 15, 2024",Open Yard,Delayed,vin4267810,COL,Plastic Goods,1000kms,DRIVER7287066
Chennai,Visakhapatnam,March 6 2026,5743 Ton,82 cu ft,Tanker,Swift Transport,3048 USD,SH100909,Standard,35°F,2024-01-15T08:30,Side Load,Pending,VIN4327657,Freight Collect,Agricultural Products,1200 kilometers,DRIVER8314274
Gurgaon,Chandigarh,03-06-2026,5175 KG,47 cu ft,Reefer,UPS Logistics,2526,SH100910,Next Day,40°F,"January 15, 2024",Open Yard,Pending,VIN1046904,COL,Textiles,1200 kilometers,DRV-8996726
Trichy,Nagpur,March 6 2026,14384 tons,37 cubic meters,Tanker,DHL Express,"$3,051",SH100911,Economy,5 °C,2024-01-15T08:30,Ramp,Picked Up,VIN-3477488,COL,FMCG,300km,DRV-7358836
Chandigarh,Kanpur,32/02/2026,5150 lbs,97 m3,LTL,Knight Transportation,3328,SH100912,Express,-10°F,01/15/2024,No Dock,On Hold,VIN 3004009,Freight Prepaid,Textiles,1200 kilometers,DRV1921214
Chennai,Visakhapatnam,32/02/2026,6223 KG,99 cu ft,Dry Van,Ryder Logistics,2999,SH100913,Same Day,Cold,20240115,Loading Dock,Picked Up,vin2483826,Freight Collect,Furniture,250 km,DRV-3214360
Ranchi,Cochi,03-06-2026,11501 KG,72 CBM,FTL,XPO Logistics,1654,SH100914,Premium,Ambient,15-01-2024,Ramp,Picked Up,VIN-4275179,PPD,FMCG,250 km,DRV-2176465
Indore,Vijayawada,Feb 6 2026,6418 kg,42 m3,Dry Van,Landstar System,3266 USD,SH100915,Priority,35°F,20240115,Lift Gate,In Transit,VIN-1709872,Collect,Auto Parts,400 kilometers,drv2396086
Noida,Surat,Feb 6 2026,13414 tons,57 cu ft,Container,UPS Logistics,USD 3810,SH100916,Same Day,No Temp Control,Jan 15 2024,Forklift,Picked Up,VIN-2139518,PPD,Pharma,800 KM,DRIVER2797974
Raipur,Vijayawada,Feb 6 2026,8121 tons,90 cu ft,FTL,Knight Transportation,2000,SH100917,Premium,-10°F,20240115,No Dock,Picked Up,VIN4238754,STC,Chemicals,800 KM,DRV8224162
Visakhapatnam,Chandigarh,Feb 6 2026,12229 tons,99 CBM,Lowboy,Schneider National,1375,SH100918,Premium,No Temp Control,01/15/2024,Open Yard,Delivered,VIN:4483522,STC,Furniture,500km,DRV3534392
Delhi,Guwahati,06-03-2026,10291 KG,39 cu ft,Dry Van,XPO Logistics,1779,SH100919,Overnight,Ambient,15-01-2024,No Dock,Cancelled,VIN 3826167,Collect,Plastic Goods,300km,DRIVER7492933
Indore,Vijayawada,03-06-2026,4506 KG,67 cubic meters,Lowboy,Maersk Line,USD 934,SH100920,Priority,20 °C,Jan 15 2024,Rear Load,Processing,VIN:9436114,STC,Plastic Goods,1200 kilometers,DRV 8601680
Chandigarh,Kanpur,March 6 2026,17890 kg,67 cubic meters,Full Truck Load,Landstar System,"$1,877",SH100921,Ground,5 °C,20240115,Ramp,In Transit,VIN 2539559,Freight Collect,Pharma,800 KM,DRV-4981897
Indore,Ranchi,06-03-2026,10394 Ton,19 cu ft,FTL,FedEx Freight,2536 USD,SH100922,Next Day,-10°F,01/15/2024,Lift Gate,Delayed,VIN-2960391,COL,Textiles,800 KM,DRV-2834801
Pune,Varanasi,06-03-2026,12186 tons,42 cubic meters,Dry Van,SWIFT TRANSPORT,"$1,861",SH100923,Premium,No Temp Control,15-01-2024,Forklift,Pending,VIN 8216532,PPD,Furniture,500km,drv3312188
Indore,Nagpur,Feb 6 2026,16941 Ton,17 cu ft,fulltruck,SWIFT TRANSPORT,3429,SH100924,Same Day,Frozen,Jan 15 2024,Dock,In Transit,VIN:6523653,Freight Collect,Agricultural Products,500km,drv3293884
Trichy,Lucknow,32/02/2026,15234 tons,44 cubic meters,fulltruck,Knight Transportation,EUR 1985,SH100925,STD,No Temp Control,Jan 15 2024,Ramp,In Transit,VIN1206219,PPD,Pharma,500km,DRIVER2013745
Surat,Hosur,06-03-2026,1692 Ton,28 m3,LTL,XPO Logistics,₹1088,SH100926,Same Day,2C,2024-01-15T08:30,No Dock,In Transit,VIN:3862814,STC,Furniture,250 km,DRV-5706669
Nagpur,Delhi,Feb 6 2026,17244 kg,58 cu ft,Reefer,SWIFT TRANSPORT,"₹3,837",SH100927,Standard,40°F,01/15/2024,Ramp,Processing,vin4346067,PPD,Chemicals,900 km,DRIVER1123347
Chennai,Visakhapatnam,March 6 2026,15932 Ton,65 CBM,Reefer,XPO Logistics,₹2108,SH100928,STD,+4C,20240115,No Dock,Processing,VIN 7551102,Freight Collect,Auto Parts,700 km,DRV6170745
Chennai,Hyderabad,32/02/2026,3573 lbs,62 m3,Less Than Truckload,FedEx Freight,"EUR 3,237",SH100929,Next Day,Frozen,20240115,Open Yard,Processing,VIN:9938105,Collect,Pharma,450-km,DRV 1363128
Gurgaon,Chandigarh,March 6 2026,16246 Ton,76 CBM,Tanker,Knight Transportation,1433,SH100930,Urgent,35°F,15-01-2024,Loading Dock,Delivered,VIN2566989,COL,Machinery,1000kms,DRIVER5177446
Jaipur,Gurgaon,06-03-2026,17754 tons,98 CBM,Lowboy,Maersk Line,2301,SH100931,Priority,Frozen,Jan 15 2024,Rear Load,Delivered,VIN-8748257,PPD,Steel,350 KM,DRIVER3313492
Surat,Hosur,06-03-2026,2997 Ton,24 cubic meters,FTL,Landstar System,"$2,044",SH100932,Economy,-5C,15-01-2024,Open Yard,Pending,VIN:5750424,Freight Prepaid,Textiles,700 km,drv2820293
Jaipur,Gurgaon,06-03-2026,12349 lbs,8 CBM,Full Truck Load,Landstar System,"$3,601",SH100933,Standard,40°F,20240115,Side Load,Delivered,vin9550984,Freight Collect,Textiles,900 km,DRV6627033
Chandigarh,Kanpur,06-03-2026,8461 kg,52 CBM,Container,Swift Transport,₹2331,SH100934,STD,20 °C,15-01-2024,Loading Dock,Processing,VIN7473516,Freight Collect,Auto Parts,300km,DRIVER9371520
Trichy,Chennai,Feb 6 2026,15418 tons,93 cubic meters,LTL,Knight Transportation,2385,SH100935,Ground,+4C,15-01-2024,Loading Dock,On Hold,VIN 5287522,Prepaid,Steel,500km,DRIVER7971672
Mumbai,Chennai,06-03-2026,10952 tons,49 CBM,Lowboy,Landstar System,"$1,095",SH100936,Next Day,Frozen,15-01-2024,Ramp,On Hold,vin7786252,Collect,Electronics,300km,drv5596257
Pune,Varanasi,03-06-2026,3735 lbs,58 m3,Step Deck,Knight Transportation,1089 USD,SH100937,Express,40°F,"January 15, 2024",Forklift,Processing,VIN:6753147,Freight Collect,Electronics,250 km,DRV-6338134
Patna,Chennai,32/02/2026,972 lbs,95 m3,fulltruck,FedEx Freight,1561,SH100938,Priority,2°C,"January 15, 2024",Forklift,In Transit,VIN5664535,COL,Plastic Goods,900 km,DRV 8958753
Guwahati,Hyderabad,06-03-2026,2973 Ton,22 cu ft,FTL,DHL Express,3027,SH100939,Economy,Ambient,15-01-2024,Open Yard,Delayed,VIN 2223551,STC,Furniture,800 KM,DRIVER4809194
Raipur,Vijayawada,03-06-2026,8053 KG,81 m3,Flatbed,Knight Transportation,917 USD,SH100940,Same Day,35°F,Jan 15 2024,Dock,Delivered,VIN6452048,STC,Steel,1200 kilometers,DRV 7502592
Visakhapatnam,Chandigarh,06-03-2026,17211 tons,57 cu ft,fulltruck,JB Hunt,2450,SH100941,Economy,35°F,15-01-2024,Lift Gate,Picked Up,VIN:4619815,Freight Collect,Electronics,600 KM,DRV3069520
Trichy,Nagpur,06-03-2026,188 tons,95 m3,Tanker,UPS Logistics,₹1034,SH100942,Express,2C,15-01-2024,Lift Gate,On Hold,VIN:7062072,Collect,Chemicals,1000kms,DRV 6483687
Ahmedabad,Gurgaon,06-03-2026,15558 KG,83 CBM,Container,XPO Logistics,1989 USD,SH100943,STD,5 °C,Jan 15 2024,Rear Load,Delayed,VIN9249282,Prepaid,Plastic Goods,1000kms,DRIVER5744940
Ranchi,Mumbai,06-03-2026,6581 KG,43 cubic meters,FTL,SWIFT TRANSPORT,EUR 1485,SH100944,Premium,Frozen,01/15/2024,Lift Gate,Delayed,VIN 6164586,STC,Plastic Goods,900 km,DRV1766119
Pune,Varanasi,06-03-2026,13471 KG,14 CBM,Step Deck,Maersk Line,3719,SH100945,Premium,-10°F,01/15/2024,No Dock,Delayed,VIN-7154877,Freight Prepaid,Furniture,800 KM,DRIVER5786976
Chandigarh,Ahmedabad,March 6 2026,798 KG,76 CBM,Lowboy,Ryder Logistics,1536,SH100946,Express,No Temp Control,15-01-2024,Loading Dock,Delivered,VIN7212932,Freight Prepaid,Electronics,600 KM,DRV5220205
Noida,Surat,06-03-2026,5006 tons,87 cu ft,Step Deck,SWIFT TRANSPORT,"₹2,480",SH100947,Express,40°F,2024-01-15T08:30,Lift Gate,Processing,VIN:5259491,STC,Pharma,250 km,DRV-5123156
Madurai,Noida,03-06-2026,19408 KG,34 cu ft,Tanker,XPO Logistics,EUR 1899,SH100948,Premium,Ambient,15-01-2024,Forklift,Picked Up,VIN 3247957,Prepaid,Electronics,450-km,DRV 8272560
Indore,Nagpur,March 6 2026,14664 lbs,89 m3,Lowboy,UPS Logistics,1050,SH100949,Urgent,2C,"January 15, 2024",Open Yard,Picked Up,VIN 5293705,COL,Agricultural Products,500km,DRV 1531607
Cochi,Chandigarh,06-03-2026,11543 kg,82 cu ft,Tanker,XPO Logistics,1321 USD,SH100950,Premium,No Temp Control,20240115,Forklift,Cancelled,vin8598806,Collect,Electronics,1000kms,DRV-8818281
Bhopal,Ranchi,03-06-2026,18244 kg,66 CBM,fulltruck,Knight Transportation,$1628,SH100951,Urgent,40°F,Jan 15 2024,Loading Dock,Delivered,VIN-8315413,Freight Collect,Furniture,450-km,DRV-3369452
Trichy,Chennai,06-03-2026,15161 Ton,95 m3,Reefer,XPO Logistics,"$1,092",SH100952,Urgent,2°C,15-01-2024,Forklift,Picked Up,VIN 3295946,Prepaid,Electronics,700 km,DRV 1241903
Chandigarh,Mumbai,03-06-2026,13630 KG,29 m3,Lowboy,SWIFT TRANSPORT,"₹2,174",SH100953,Overnight,-10°F,2024-01-15T08:30,No Dock,On Hold,VIN 3253811,Collect,Electronics,300km,DRV-8576909
Mumbai,Kanpur,Feb 6 2026,8464 KG,40 cu ft,Step Deck,SWIFT TRANSPORT,3002 USD,SH100954,Standard,No Temp Control,15-01-2024,Ramp,Picked Up,vin4919585,Collect,Furniture,600 KM,DRIVER3202320
Madurai,Noida,March 6 2026,6082 Ton,80 m3,Step Deck,SWIFT TRANSPORT,USD 1476,SH100955,Next Day,No Temp Control,20240115,No Dock,In Transit,VIN:5927799,Freight Prepaid,Agricultural Products,800 KM,DRIVER2790366
Jaipur,Gurgaon,06-03-2026,5742 Ton,65 cu ft,Reefer,DHL Express,3443 USD,SH100956,STD,Cold,Jan 15 2024,Side Load,In Transit,VIN:8172637,Freight Collect,Auto Parts,400 kilometers,DRV-5135613
Indore,Ranchi,03-06-2026,13816 kg,51 cubic meters,Reefer,FedEx Freight,3368 USD,SH100957,Ground,-5C,2024-01-15T08:30,Forklift,Delayed,VIN:3758238,Freight Collect,Pharma,1200 kilometers,DRV 6030136
Trichy,Lucknow,Feb 6 2026,5384 kg,14 CBM,Lowboy,Landstar System,EUR 2576,SH100958,STD,+4C,2024-01-15T08:30,No Dock,In Transit,VIN3606050,Collect,Auto Parts,250 km,DRV 3314777
Noida,Hosur,03-06-2026,9640 tons,90 cu ft,LTL,FedEx Freight,2561,SH100959,Overnight,40°F,Jan 15 2024,Loading Dock,On Hold,VIN:6324900,PPD,Chemicals,350 KM,DRV3691455
Ahmedabad,Ranchi,March 6 2026,15665 tons,61 cubic meters,FTL,DHL Express,₹3607,SH100960,Premium,+4C,2024-01-15T08:30,Side Load,Picked Up,vin2044109,COL,Pharma,250 km,DRV 9667621
Ahmedabad,Chennai,32/02/2026,3864 KG,41 CBM,Dry Van,Swift Transport,EUR 2463,SH100961,Standard,2°C,Jan 15 2024,Ramp,Processing,vin7988323,Collect,Furniture,700 km,DRV2501031
Indore,Nagpur,06-03-2026,10838 tons,24 CBM,Less Than Truckload,Ryder Logistics,1452 USD,SH100962,Urgent,8C,01/15/2024,Open Yard,On Hold,VIN:9356734,PPD,Furniture,250 km,DRV6898774
Pune,Varanasi,06-03-2026,13902 lbs,55 m3,FTL,FedEx Freight,"USD 1,829",SH100963,Premium,-10°F,20240115,Lift Gate,Processing,VIN 7233434,Freight Collect,Textiles,1000kms,DRV-4031985
Chandigarh,Mumbai,March 6 2026,5998 tons,33 cubic meters,Full Truck Load,UPS Logistics,3038 USD,SH100964,Premium,5 °C,15-01-2024,No Dock,On Hold,vin4794131,STC,Plastic Goods,300km,DRV-4569679
Ahmedabad,Hyderabad,March 6 2026,12255 tons,16 m3,Step Deck,Knight Transportation,USD 3356,SH100965,Ground,No Temp Control,2024-01-15T08:30,Rear Load,Cancelled,vin8372420,Freight Prepaid,Chemicals,600 KM,DRV 2572419
Chandigarh,Ahmedabad,March 6 2026,15099 KG,60 cubic meters,Container,JB Hunt,3880,SH100966,Same Day,Cold,20240115,Loading Dock,Processing,VIN:2008751,Prepaid,Agricultural Products,400 kilometers,DRIVER4172632
Trichy,Nagpur,06-03-2026,7752 KG,19 CBM,Step Deck,Swift Transport,₹2126,SH100967,STD,40°F,15-01-2024,Ramp,Delivered,vin1064414,Prepaid,Electronics,300km,drv7716793
Noida,Surat,Feb 6 2026,5833 tons,97 cubic meters,fulltruck,Schneider National,1220,SH100968,Overnight,20 °C,2024-01-15T08:30,Side Load,Pending,VIN 6399618,Freight Collect,Plastic Goods,1200 kilometers,DRV-2234553
Coimbatore,Chennai,06-03-2026,18552 lbs,60 CBM,fulltruck,Swift Transport,"₹2,179",SH100969,Next Day,8C,2024-01-15T08:30,Ramp,Picked Up,vin6857047,Collect,Plastic Goods,700 km,DRV 4983625
Madurai,Noida,March 6 2026,17313 kg,19 cubic meters,Container,Knight Transportation,$915,SH100970,STD,-5C,15-01-2024,Lift Gate,Processing,VIN 7544406,STC,Machinery,250 km,DRV2227193
Guwahati,Hyderabad,Feb 6 2026,10231 KG,2 CBM,LTL,Swift Transport,2360 USD,SH100971,Urgent,-10°F,20240115,Forklift,Processing,VIN 2417510,Prepaid,Pharma,450-km,drv8993909
Raipur,Vijayawada,03-06-2026,1739 tons,44 cu ft,Dry Van,Landstar System,3210,SH100972,Ground,Ambient,2024-01-15T08:30,Loading Dock,Picked Up,VIN 8914551,STC,Auto Parts,700 km,DRV 7761847
Mumbai,Kanpur,March 6 2026,12901 kg,62 cu ft,Full Truck Load,XPO Logistics,EUR 1553,SH100973,Premium,-10°F,"January 15, 2024",No Dock,Delivered,VIN-6106289,COL,Pharma,300km,DRV 3323739
Chandigarh,Mumbai,06-03-2026,8394 Ton,54 m3,Lowboy,SWIFT TRANSPORT,EUR 2347,SH100974,Express,-10°F,2024-01-15T08:30,Forklift,In Transit,vin4312600,PPD,Agricultural Products,450-km,drv6564145
Hyderabad,Ahmedabad,32/02/2026,17973 KG,64 CBM,Full Truck Load,Schneider National,1129,SH100975,Standard,5 °C,20240115,Loading Dock,Pending,VIN 9519102,Freight Prepaid,Electronics,250 km,DRV-1327896
Ranchi,Cochi,06-03-2026,17165 KG,56 m3,Dry Van,UPS Logistics,3620,SH100976,Economy,40°F,15-01-2024,Forklift,Pending,VIN 6400572,Collect,Machinery,250 km,drv1927210
Coimbatore,Chennai,32/02/2026,13934 lbs,49 m3,Container,Maersk Line,USD 2356,SH100977,Same Day,Cold,"January 15, 2024",Ramp,Delivered,VIN-2892548,Freight Prepaid,Agricultural Products,300km,DRV1349689
Delhi,Chennai,03-06-2026,13640 Ton,11 m3,FTL,DHL Express,₹1514,SH100978,Express,5 °C,Jan 15 2024,Rear Load,Delivered,VIN 9458880,STC,Agricultural Products,1200 kilometers,DRIVER2486074
Mumbai,Delhi,06-03-2026,11565 lbs,87 CBM,Lowboy,Swift Transport,"$1,936",SH100979,Urgent,-5C,"January 15, 2024",Lift Gate,Cancelled,VIN:5112799,COL,Furniture,450-km,DRV-6564056
Hyderabad,Visakhapatnam,06-03-2026,14739 lbs,23 m3,Lowboy,Knight Transportation,$955,SH100980,Economy,-5C,15-01-2024,Loading Dock,Processing,VIN 6541562,PPD,Auto Parts,800 KM,DRIVER6944638
Madurai,Noida,Feb 6 2026,19424 lbs,92 m3,FTL,XPO Logistics,2521 USD,SH100981,Overnight,+4C,01/15/2024,Ramp,Pending,VIN3912434,Freight Collect,Pharma,500km,drv8623393
Indore,Ranchi,06-03-2026,2941 kg,63 m3,Dry Van,JB Hunt,EUR 1320,SH100982,Same Day,+4C,15-01-2024,Ramp,In Transit,VIN-6414415,Prepaid,Steel,500km,DRV-7978102
Trichy,Chennai,Feb 6 2026,15043 lbs,26 CBM,Dry Van,Swift Transport,₹3440,SH100983,Same Day,+4C,01/15/2024,No Dock,Picked Up,VIN7880889,Freight Prepaid,Steel,1200 kilometers,DRV6408265
Madurai,Noida,06-03-2026,12966 tons,39 m3,Step Deck,DHL Express,1824 USD,SH100984,Overnight,Frozen,"January 15, 2024",Side Load,Processing,VIN9071037,Freight Collect,Auto Parts,1000kms,DRV-3390956
Ranchi,Cochi,32/02/2026,3351 tons,58 CBM,FTL,UPS Logistics,"₹1,586",SH100985,Urgent,No Temp Control,2024-01-15T08:30,No Dock,Cancelled,VIN-5866200,PPD,Electronics,700 km,DRV 6891113
Indore,Ranchi,03-06-2026,11373 KG,11 cu ft,Container,Schneider National,EUR 2615,SH100986,Premium,-5C,15-01-2024,Ramp,Delivered,VIN4546400,Prepaid,FMCG,700 km,DRIVER4341260
Noida,Surat,Feb 6 2026,15699 lbs,58 cubic meters,FTL,Ryder Logistics,"EUR 2,857",SH100987,Next Day,2°C,Jan 15 2024,Side Load,Processing,VIN5768132,Freight Prepaid,Steel,400 kilometers,DRIVER5010486
Pune,Varanasi,03-06-2026,6688 Ton,35 cubic meters,Reefer,XPO Logistics,2154 USD,SH100988,Next Day,Ambient,01/15/2024,Dock,Processing,VIN:8052370,Prepaid,FMCG,400 kilometers,DRV-8764288
Hyderabad,Ahmedabad,06-03-2026,1878 KG,14 cu ft,Container,JB Hunt,3754 USD,SH100989,Same Day,35°F,Jan 15 2024,Forklift,Cancelled,vin4915630,Freight Prepaid,Electronics,300km,DRV-2576121
Indore,Chennai,06-03-2026,3829 KG,36 cubic meters,Container,Schneider National,$3016,SH100990,STD,2C,15-01-2024,Loading Dock,On Hold,VIN-6395007,Prepaid,Textiles,1200 kilometers,DRIVER2392977
Trichy,Chennai,06-03-2026,15158 Ton,16 cubic meters,fulltruck,FedEx Freight,"$2,335",SH100991,STD,40°F,2024-01-15T08:30,Rear Load,Pending,VIN 5879967,Freight Prepaid,Textiles,450-km,DRIVER1960605
Ahmedabad,Ranchi,03-06-2026,948 KG,62 CBM,Full Truck Load,SWIFT TRANSPORT,2709 USD,SH100992,Overnight,No Temp Control,"January 15, 2024",Rear Load,Processing,VIN2126734,Freight Prepaid,Chemicals,400 kilometers,DRV-5272754
Trichy,Ahmedabad,03-06-2026,12213 kg,74 CBM,Lowboy,Knight Transportation,1809,SH100993,STD,+4C,15-01-2024,Loading Dock,Delayed,vin4856714,PPD,Auto Parts,900 km,drv9225347
Vijayawada,Ahmedabad,Feb 6 2026,15640 kg,16 m3,Reefer,Maersk Line,2093,SH100994,Priority,40°F,20240115,Forklift,On Hold,VIN4615579,COL,Plastic Goods,900 km,DRV8388889
Coimbatore,Chennai,06-03-2026,3003 KG,87 cubic meters,Less Than Truckload,DHL Express,₹2262,SH100995,Standard,20 °C,"January 15, 2024",Loading Dock,Delivered,VIN:2365090,Freight Collect,Pharma,350 KM,drv6455692
Guwahati,Hyderabad,32/02/2026,17469 Ton,54 CBM,fulltruck,SWIFT TRANSPORT,USD 2452,SH100996,Urgent,2C,15-01-2024,Loading Dock,Delivered,VIN-1110939,STC,Steel,450-km,DRV-6044719
